Q1,Q2,Q3,Q4,Q5,Q6,Q10,Q11,Q12,Q13,Q14,Q15,Q19,Q20,Q21,Q22,Q25,Q26,Q27,Q28
Very high,Rarely,Mostly predictable,High,Improve productivity,Busy,Struggling,Very weak,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Often,Very comfortable,Clear,Frequent,High,Slightly refreshed,Slight discomfort,Minimal
Well-balanced,Almost Daily,Predictable,Moderate,Slight impact,Controlled,In control,Weak,Mentally drained,Delay starting,Frequently,Analyze and fix,Often,Uncomfortable,Sometimes unclear,Rare,High,Mostly refreshed,Slight discomfort,Noticeable
High,Occasionally,Sometimes unpredictable,Low,Slight impact,Controlled,Managing,Moderate,Mentally drained,Clarify immediately,Rarely,Analyze and fix,Often,Very comfortable,Mostly clear,Rare,Moderate,Slightly refreshed,Noticeable strain,Minimal
High,Occasionally,Mostly predictable,Low,Improve productivity,Busy,Managing,Strong,Slightly tired,Delay starting,Occasionally,Analyze and fix,Sometimes,Comfortable,Mostly clear,Frequent,High,Slightly refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Mostly predictable,High,Improve productivity,Busy,Managing,Strong,Satisfied and clear,Delay starting,Occasionally,Analyze and fix,Often,Comfortable,Clear,Rare,Low,Fully refreshed,Slight discomfort,Mild
Slightly high,Occasionally,Mostly predictable,Low,Improve productivity,Hectic,Struggling,Moderate,Mentally drained,Clarify immediately,Rarely,Feel stressed,Often,Very comfortable,Mostly clear,Frequent,Low,Mostly refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Mostly predictable,Low,Slight impact,Busy,In control,Moderate,Mentally drained,Clarify immediately,Rarely,Adjust quickly,Often,Very comfortable,Clear,Frequent,High,Mostly refreshed,Uncomfortable,Mild
Slightly high,Frequently,Sometimes unpredictable,Low,Reduce productivity,Hectic,Managing,Moderate,Slightly tired,Try to figure out,Rarely,Feel stressed,Rarely,Slightly uncomfortable,Clear,Frequent,High,Fully refreshed,Slight discomfort,Mild
Well-balanced,Almost daily,Predictable,Low,Improve productivity,Busy,In control,Strong,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Always,Very comfortable,Sometimes unclear,Frequent,High,Fully refreshed,Noticeable strain,Minimal
Slightly high,Rarely,Mostly predictable,Moderate,Reduce productivity,Hectic,Managing,Weak,Slightly tired,Clarify immediately,Rarely,Adjust quickly,Sometimes,Very comfortable,Clear,Frequent,Moderate,Slightly refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Sometimes unpredictable,No control,Slight impact,Busy,In control,Moderate,Satisfied and clear,Clarify immediately,Frequently,Adjust quickly,Often,Very comfortable,Mostly clear,Occasional,High,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Almost daily,Mostly predictable,Moderate,Slight impact,Controlled,Managing,Moderate,Satisfied and clear,Clarify immediately,Frequently,Analyze and fix,Always,Very comfortable,Mostly clear,Constant,Low,Mostly refreshed,Comfortable,Minimal
High,Rarely,Sometimes unpredictable,Moderate,Improve productivity,Busy,In control,Strong,Slightly tired,Clarify immediately,Frequently,Analyze and fix,Always,Very comfortable,Often unclear,Rare,Low,Fully refreshed,Noticeable strain,Mild
Slightly high,Almost daily,Sometimes unpredictable,Moderate,Slight impact,Busy,Struggling,Moderate,Mentally drained,Delay starting,Rarely,Adjust quickly,Always,Very comfortable,Mostly clear,Frequent,Very low,Fully refreshed,Noticeable strain,Mild
Well-balanced,Occasionally,Mostly predictable,High,Improve productivity,Controlled,Struggling,Moderate,Mentally drained,Clarify immediately,Occasionally,Analyze and fix,Sometimes,Comfortable,Mostly clear,Frequent,High,Mostly refreshed,Uncomfortable,Noticeable
High,Almost Daily,Mostly predictable,High,Slight impact,Hectic,In control,Strong,Slightly tired,Clarify immediately,Rarely,Adjust quickly,Often,Slightly uncomfortable,Mostly clear,Occasional,High,Fully refreshed,Slight discomfort,Mild
Very high,Occasionally,Sometimes unpredictable,High,Improve productivity,Controlled,In control,Moderate,Satisfied and clear,Delay starting,Frequently,Adjust quickly,Often,Very comfortable,Mostly clear,Rare,High,Fully refreshed,Comfortable,Minimal
Slightly High,Occasionally,Predictable,High,Reduce productivity,Controlled,In control,Very weak,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Sometimes,Very comfortable,Clear,Occasional,Low,Slightly refreshed,Comfortable,Noticeable
Very high,Occasionally,Predictable,Moderate,Slight impact,Busy,In control,Moderate,Mentally drained,Clarify immediately,Occasionally,Adjust quickly,Always,Very comfortable,Sometimes unclear,Frequent,Low,Slightly refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Sometimes unpredictable,High,Improve productivity,Controlled,Managing,Strong,Slightly tired,Clarify immediately,Occasionally,Adjust quickly,Always,Very comfortable,Clear,Occasional,High,Fully refreshed,Comfortable,Minimal
High,Frequently,Predictable,High,Improve productivity,Controlled,In control,Strong,Slightly tired,Clarify immediately,Rarely,Feel stressed,Always,Very comfortable,Mostly clear,Rare,High,Slightly refreshed,Slight discomfort,Noticeable
Slightly high,Rarely,Mostly predictable,Moderate,Improve productivity,Busy,Struggling,Moderate,Satisfied and clear,Delay starting,Rarely,Feel stressed,Always,Very comfortable,Clear,Frequent,High,Fully refreshed,Slight discomfort,Mild
Slightly high,Frequently,Sometimes unpredictable,High,Slight impact,Controlled,In control,Weak,Satisfied and clear,Delay starting,Frequently,Analyze and fix,Rarely,Very comfortable,Sometimes unclear,Frequent,High,Slightly refreshed,Slight discomfort,Minimal
Well-balanced,Frequently,Mostly predictable,Moderate,Improve productivity,Controlled,Managing,Moderate,Overwhelmed,Delay starting,Constantly,Analyze and fix,Sometimes,Comfortable,Sometimes unclear,Rare,High,Fully refreshed,Slight discomfort,Minimal
High,Rarely,Sometimes unpredictable,High,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Delay starting,Rarely,Adjust quickly,Sometimes,Very comfortable,Mostly clear,Frequent,High,Fully refreshed,Slight discomfort,Minimal
High,Rarely,Predictable,Moderate,Reduce productivity,Busy,Managing,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Often,Very comfortable,Mostly clear,Occasional,Moderate,Fully refreshed,Noticeable strain,Minimal
Slightly high,Rarely,Predictable,High,Reduce productivity,Controlled,Managing,Strong,Mentally drained,Try to figure out,Rarely,Avoid dealing,Often,Very comfortable,Clear,Rare,Low,Mostly refreshed,Comfortable,Minimal
Slightly high,Almost daily,Mostly predictable,No control,Slight impact,Hectic,Overwhelmed,Moderate,Satisfied and clear,Delay starting,Rarely,Analyze and fix,Often,Very comfortable,Clear,Occasional,High,Fully refreshed,Uncomfortable,Minimal
High,Occasionally,Predictable,Moderate,Improve productivity,Controlled,Struggling,Strong,Slightly tired,Avoid it,Frequently,Avoid dealing,Sometimes,Slightly uncomfortable,Often unclear,Frequent,Moderate,Not refreshed,Uncomfortable,Noticeable
Well-balanced,Frequently,Mostly predictable,No control,Slight impact,Busy,In control,Strong,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Always,Comfortable,Clear,Rare,Low,Mostly refreshed,Comfortable,Noticeable
Well-balanced,Rarely,Predictable,High,Improve productivity,Controlled,In control,Strong,Slightly tired,Try to figure out,Occasionally,Feel stressed,Always,Comfortable,Mostly clear,Frequent,High,Fully refreshed,Slight discomfort,Noticeable
Well-balanced,Rarely,Predictable,Moderate,Improve productivity,Busy,Overwhelmed,Strong,Overwhelmed,Delay starting,Rarely,Analyze and fix,Always,Very comfortable,Clear,Occasional,High,Fully refreshed,Noticeable strain,Mild
Well-balanced,Rarely,Predictable,High,Slight impact,Controlled,Managing,Strong,Satisfied and clear,Clarify immediately,Occasionally,Feel stressed,Always,Very comfortable,Clear,Rare,Moderate,Fully refreshed,Noticeable strain,Minimal
Slightly high,Rarely,Mostly predictable,No control,Improve productivity,Controlled,In control,Moderate,Slightly tired,Clarify immediately,Occasionally,Analyze and fix,Always,Very comfortable,Clear,Rare,High,Mostly refreshed,Comfortable,Minimal
Slightly high,Rarely,Mostly predictable,High,Reduce productivity,Hectic,In control,Weak,Slightly tired,Try to figure out,Constantly,Adjust quickly,Sometimes,Slightly uncomfortable,Clear,Occasional,High,Not refreshed,Comfortable,Noticeable
High,Occasionally,Highly unpredictable,Moderate,Reduce productivity,Controlled,In control,Moderate,Satisfied and clear,Try to figure out,Frequently,Adjust quickly,Always,Very comfortable,Clear,Frequent,Very low,Slightly refreshed,Comfortable,Mild
Well-balanced,Rarely,Predictable,High,Improve productivity,Busy,In control,Moderate,Slightly tired,Clarify immediately,Frequently,Analyze and fix,Always,Very comfortable,Clear,Rare,Moderate,Slightly refreshed,Slight discomfort,Mild
Slightly high,Occasionally,Predictable,Moderate,Slight impact,Hectic,In control,Strong,Slightly tired,Clarify immediately,Rarely,Feel stressed,Often,Slightly uncomfortable,Mostly clear,Rare,High,Mostly refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Predictable,Low,Improve productivity,Controlled,Struggling,Strong,Satisfied and clear,Delay starting,Occasionally,Adjust quickly,Sometimes,Slightly uncomfortable,Clear,Frequent,High,Mostly refreshed,Uncomfortable,Minimal
Well-balanced,Rarely,Sometimes unpredictable,Moderate,Slight impact,Controlled,In control,Strong,Satisfied and clear,Delay starting,Occasionally,Feel stressed,Often,Very comfortable,Mostly clear,Frequent,Moderate,Fully refreshed,Noticeable strain,Minimal
Well-balanced,Frequently,Predictable,No control,Improve productivity,Hectic,Managing,Strong,Mentally drained,Clarify immediately,Rarely,Analyze and fix,Always,Slightly uncomfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Minimal
Very high,Almost daily,Highly unpredictable,High,Improve productivity,Chaotic,Managing,Moderate,Slightly tired,Avoid it,Rarely,Adjust quickly,Rarely,Slightly uncomfortable,Clear,Rare,Very low,Slightly refreshed,Slight discomfort,Noticeable
Slightly high,Rarely,Mostly predictable,High,Slight impact,Hectic,In control,Moderate,Satisfied and clear,Delay starting,Rarely,Avoid dealing,Often,Comfortable,Clear,Rare,Moderate,Fully refreshed,Noticeable strain,Mild
Slightly High,Rarely,Highly unpredictable,Low,Slight impact,Busy,Managing,Moderate,Mentally drained,Try to figure out,Constantly,Adjust quickly,Often,Comfortable,Sometimes unclear,Occasional,Low,Slightly refreshed,Comfortable,Noticeable
Well-balanced,Frequently,Predictable,High,Improve productivity,Controlled,Struggling,Strong,Satisfied and clear,Try to figure out,Frequently,Adjust quickly,Often,Very comfortable,Clear,Rare,High,Mostly refreshed,Comfortable,Minimal
Slightly high,Occasionally,Sometimes unpredictable,Moderate,Slight impact,Controlled,In control,Strong,Mentally drained,Clarify immediately,Rarely,Feel stressed,Rarely,Very comfortable,Mostly clear,Frequent,Moderate,Slightly refreshed,Slight discomfort,Minimal
Very high,Occasionally,Mostly predictable,High,Improve productivity,Controlled,Overwhelmed,Strong,Satisfied and clear,Delay starting,Rarely,Analyze and fix,Often,Comfortable,Sometimes unclear,Frequent,High,Not refreshed,Slight discomfort,Mild
Slightly high,Occasionally,Predictable,High,Slight impact,Busy,In control,Strong,Slightly tired,Avoid it,Rarely,Analyze and fix,Sometimes,Slightly uncomfortable,Mostly clear,Occasional,High,Fully refreshed,Noticeable strain,Minimal
Well-balanced,Rarely,Highly unpredictable,High,Improve productivity,Hectic,In control,Strong,Slightly tired,Clarify immediately,Frequently,Analyze and fix,Often,Slightly uncomfortable,Clear,Frequent,High,Mostly refreshed,Noticeable strain,Minimal
Slightly high,Occasionally,Predictable,High,Improve productivity,Busy,In control,Moderate,Satisfied and clear,Clarify immediately,Occasionally,Adjust quickly,Often,Very comfortable,Mostly clear,Frequent,High,Slightly refreshed,Slight discomfort,Mild
Slightly high,Rarely,Predictable,Low,Improve productivity,Busy,In control,Strong,Mentally drained,Delay starting,Frequently,Adjust quickly,Always,Uncomfortable,Mostly clear,Occasional,High,Slightly refreshed,Uncomfortable,Noticeable
Slightly high,Rarely,Predictable,Low,Improve productivity,Controlled,Managing,Very weak,Mentally drained,Try to figure out,Constantly,Analyze and fix,Often,Comfortable,Often unclear,Rare,High,Slightly refreshed,Slight discomfort,Minimal
Slightly high,Frequently,Predictable,Low,Improve productivity,Busy,In control,Strong,Mentally drained,Clarify immediately,Occasionally,Analyze and fix,Always,Slightly uncomfortable,Clear,Occasional,High,Slightly refreshed,Slight discomfort,Mild
Well-balanced,Rarely,Mostly predictable,High,Improve productivity,Hectic,In control,Very weak,Satisfied and clear,Try to figure out,Occasionally,Analyze and fix,Often,Comfortable,Clear,Occasional,Moderate,Fully refreshed,Slight discomfort,Minimal
Slightly high,Occasionally,Predictable,High,Improve productivity,Controlled,Managing,Very weak,Slightly tired,Delay starting,Rarely,Avoid dealing,Sometimes,Comfortable,Sometimes unclear,Occasional,High,Fully refreshed,Slight discomfort,Noticeable
Slightly high,Rarely,Sometimes unpredictable,Low,Improve productivity,Chaotic,Managing,Strong,Slightly tired,Clarify immediately,Occasionally,Feel stressed,Always,Very comfortable,Clear,Occasional,High,Fully refreshed,Comfortable,Mild
Slightly high,Rarely,Predictable,High,Reduce productivity,Busy,Managing,Moderate,Mentally drained,Delay starting,Rarely,Adjust quickly,Often,Very comfortable,Clear,Occasional,Very low,Fully refreshed,Noticeable strain,Mild
High,Rarely,Sometimes unpredictable,Low,Major disruption,Controlled,Managing,Strong,Slightly tired,Try to figure out,Occasionally,Analyze and fix,Sometimes,Comfortable,Mostly clear,Frequent,Moderate,Fully refreshed,Comfortable,High
Well-balanced,Occasionally,Predictable,No control,Improve productivity,Controlled,In control,Moderate,Mentally drained,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Mostly clear,Rare,Moderate,Fully refreshed,Comfortable,Minimal
High,Rarely,Predictable,High,Slight impact,Busy,In control,Strong,Mentally drained,Try to figure out,Rarely,Analyze and fix,Always,Slightly uncomfortable,Mostly clear,Rare,Very low,Fully refreshed,Slight discomfort,Noticeable
Slightly high,Rarely,Highly unpredictable,High,Improve productivity,Hectic,Struggling,Moderate,Mentally drained,Try to figure out,Rarely,Analyze and fix,Always,Very comfortable,Clear,Rare,Very low,Slightly refreshed,Slight discomfort,Minimal
Slightly High,Occasionally,Mostly predictable,High,Improve productivity,Busy,Struggling,Moderate,Slightly tired,Clarify immediately,Frequently,Feel stressed,Often,Very comfortable,Mostly clear,Frequent,High,Fully refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,High,Slight impact,Controlled,Managing,Strong,Slightly tired,Try to figure out,Rarely,Avoid dealing,Often,Very comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,High
Slightly high,Occasionally,Mostly predictable,High,Slight impact,Controlled,In control,Strong,Slightly tired,Try to figure out,Rarely,Adjust quickly,Always,Very comfortable,Sometimes unclear,Occasional,Very low,Fully refreshed,Comfortable,Noticeable
Slightly high,Occasionally,Mostly predictable,Moderate,Slight impact,Controlled,In control,Moderate,Mentally drained,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Sometimes unclear,Frequent,Moderate,Mostly refreshed,Comfortable,Mild
Slightly high,Occasionally,Predictable,Moderate,Improve productivity,Hectic,Managing,Moderate,Mentally drained,Avoid it,Occasionally,Analyze and fix,Rarely,Slightly uncomfortable,Sometimes unclear,Occasional,High,Fully refreshed,Comfortable,Noticeable
Well-balanced,Occasionally,Mostly predictable,High,Major disruption,Controlled,In control,Strong,Overwhelmed,Clarify immediately,Constantly,Analyze and fix,Always,Very comfortable,Mostly clear,Occasional,Low,Fully refreshed,Noticeable strain,Mild
