Q1,Q2,Q3,Q4,Q5,Q6,Q10,Q11,Q12,Q13,Q14,Q15,Q19,Q20,Q21,Q22,Q25,Q26,Q27,Q28
Slightly high,Occasionally,Mostly predictable,Low,Slight impact,Controlled,Managing,Strong,Mentally drained,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Mostly clear,Rare,Moderate,Slightly refreshed,Comfortable,Minimal
Slightly high,Rarely,Mostly predictable,Low,Improve productivity,Busy,Managing,Strong,Satisfied and clear,Try to figure out,Occasionally,Analyze and fix,Often,Very comfortable,Clear,Frequent,High,Mostly refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,High,Improve productivity,Controlled,Managing,Strong,Satisfied and clear,Try to figure out,Occasionally,Analyze and fix,Often,Comfortable,Clear,Rare,Moderate,Fully refreshed,Slight discomfort,Mild
Well-balanced,Rarely,Predictable,Low,Improve productivity,Hectic,Struggling,Strong,Slightly tired,Clarify immediately,Rarely,Adjust quickly,Often,Very comfortable,Clear,Occasional,Low,Mostly refreshed,Comfortable,Minimal
Well-balanced,Rarely,Mostly predictable,Low,Improve productivity,Busy,In control,Moderate,Slightly tired,Clarify immediately,Rarely,Adjust quickly,Always,Very comfortable,Clear,Rare,High,Mostly refreshed,Noticeable strain,Mild
Slightly high,Rarely,Mostly predictable,Low,Reduce productivity,Hectic,In control,Moderate,Slightly tired,Try to figure out,Rarely,Feel stressed,Often,Comfortable,Clear,Occasional,High,Fully refreshed,Slight discomfort,Mild
Well-balanced,Almost daily,Predictable,Low,Improve productivity,Busy,In control,Strong,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Always,Very comfortable,Sometimes unclear,Occasional,High,Fully refreshed,Slight discomfort,Minimal
Slightly high,Rarely,Mostly predictable,High,Slight impact,Busy,Managing,Moderate,Satisfied and clear,Clarify immediately,Rarely,Adjust quickly,Often,Very comfortable,Clear,Occasional,High,Fully refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Sometimes unpredictable,No control,Slight impact,Busy,In control,Strong,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Often,Very comfortable,Mostly clear,Rare,High,Fully refreshed,Comfortable,Minimal
Well-balanced,Frequently,Mostly predictable,Moderate,Improve productivity,Controlled,Managing,Moderate,Satisfied and clear,Clarify immediately,Frequently,Analyze and fix,Always,Very comfortable,Mostly clear,Frequent,Low,Mostly refreshed,Comfortable,Minimal
Well-balanced,Rarely,Mostly predictable,High,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Frequently,Analyze and fix,Always,Very comfortable,Sometimes unclear,Rare,Moderate,Fully refreshed,Noticeable strain,Mild
Slightly high,Almost daily,Sometimes unpredictable,High,Slight impact,Controlled,Managing,Moderate,Mentally drained,Try to figure out,Rarely,Adjust quickly,Always,Very comfortable,Mostly clear,Occasional,Low,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Predictable,High,Improve productivity,Controlled,Struggling,Moderate,Mentally drained,Clarify immediately,Occasionally,Analyze and fix,Often,Comfortable,Mostly clear,Occasional,High,Fully refreshed,Uncomfortable,Mild
Slightly high,Almost Daily,Mostly predictable,High,Slight impact,Busy,In control,Strong,Slightly tired,Clarify immediately,Rarely,Adjust quickly,Often,Comfortable,Clear,Occasional,High,Fully refreshed,Slight discomfort,Mild
High,Rarely,Mostly predictable,High,Improve productivity,Controlled,In control,Moderate,Satisfied and clear,Delay starting,Occasionally,Adjust quickly,Often,Very comfortable,Mostly clear,Rare,High,Fully refreshed,Comfortable,Minimal
Slightly High,Rarely,Predictable,High,Reduce productivity,Controlled,In control,Very weak,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Clear,Occasional,Low,Slightly refreshed,Comfortable,Mild
Very high,Rarely,Predictable,High,Improve productivity,Controlled,In control,Moderate,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Mostly clear,Frequent,Low,Mostly refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Mostly predictable,High,Improve productivity,Controlled,Managing,Strong,Slightly tired,Clarify immediately,Occasionally,Analyze and fix,Always,Very comfortable,Clear,Rare,High,Fully refreshed,Comfortable,Minimal
Slightly high,Frequently,Predictable,High,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Adjust quickly,Always,Very comfortable,Clear,Rare,High,Slightly refreshed,Slight discomfort,Minimal
Slightly high,Rarely,Predictable,Moderate,Improve productivity,Controlled,Struggling,Strong,Satisfied and clear,Try to figure out,Rarely,Feel stressed,Always,Very comfortable,Clear,Frequent,High,Fully refreshed,Slight discomfort,Mild
Slightly high,Occasionally,Predictable,High,Slight impact,Controlled,In control,Moderate,Satisfied and clear,Try to figure out,Occasionally,Analyze and fix,Often,Very comfortable,Mostly clear,Frequent,High,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Occasionally,Predictable,High,Improve productivity,Controlled,In control,Moderate,Mentally drained,Delay starting,Occasionally,Analyze and fix,Often,Comfortable,Clear,Rare,High,Fully refreshed,Comfortable,Minimal
Slightly high,Rarely,Sometimes unpredictable,High,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Always,Very comfortable,Clear,Frequent,High,Fully refreshed,Comfortable,Minimal
Slightly high,Rarely,Predictable,High,Slight impact,Controlled,Managing,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Clear,Occasional,Moderate,Fully refreshed,Slight discomfort,Minimal
Slightly high,Rarely,Predictable,High,Slight impact,Controlled,Managing,Strong,Slightly tired,Clarify immediately,Rarely,Feel stressed,Often,Very comfortable,Clear,Rare,Low,Mostly refreshed,Comfortable,Minimal
Well-balanced,Almost daily,Mostly predictable,Moderate,Slight impact,Hectic,Struggling,Moderate,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Always,Very comfortable,Clear,Rare,High,Fully refreshed,Uncomfortable,Minimal
High,Occasionally,Predictable,High,Improve productivity,Controlled,Managing,Strong,Satisfied and clear,Delay starting,Occasionally,Avoid dealing,Sometimes,Comfortable,Sometimes unclear,Occasional,High,Not refreshed,Uncomfortable,Mild
Well-balanced,Occasionally,Mostly predictable,No control,Slight impact,Busy,In control,Strong,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Always,Comfortable,Clear,Rare,Moderate,Mostly refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,High,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Try to figure out,Rarely,Adjust quickly,Always,Very comfortable,Mostly clear,Occasional,High,Fully refreshed,Comfortable,Mild
Well-balanced,Rarely,Predictable,High,Improve productivity,Busy,Struggling,Strong,Overwhelmed,Try to figure out,Rarely,Analyze and fix,Always,Very comfortable,Clear,Rare,High,Fully refreshed,Noticeable strain,Minimal
Well-balanced,Rarely,Predictable,High,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Adjust quickly,Always,Very comfortable,Clear,Rare,High,Fully refreshed,Noticeable strain,Minimal
Well-balanced,Rarely,Predictable,No control,Improve productivity,Controlled,In control,Moderate,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Always,Very comfortable,Clear,Rare,High,Fully refreshed,Comfortable,Minimal
Slightly high,Rarely,Mostly predictable,High,Slight impact,Hectic,In control,Moderate,Slightly tired,Clarify immediately,Constantly,Analyze and fix,Often,Slightly uncomfortable,Clear,Rare,High,Slightly refreshed,Comfortable,Noticeable
Well-balanced,Occasionally,Sometimes unpredictable,Moderate,Slight impact,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Always,Very comfortable,Clear,Rare,Very low,Mostly refreshed,Comfortable,Mild
Well-balanced,Rarely,Predictable,High,Improve productivity,Busy,In control,Moderate,Satisfied and clear,Clarify immediately,Frequently,Analyze and fix,Always,Very comfortable,Clear,Rare,Moderate,Slightly refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Predictable,Moderate,Slight impact,Busy,In control,Strong,Slightly tired,Clarify immediately,Rarely,Feel stressed,Often,Comfortable,Mostly clear,Rare,High,Mostly refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Predictable,Low,Improve productivity,Controlled,Struggling,Strong,Satisfied and clear,Try to figure out,Occasionally,Adjust quickly,Sometimes,Very comfortable,Clear,Rare,High,Mostly refreshed,Noticeable strain,Minimal
Well-balanced,Rarely,Mostly predictable,Moderate,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Try to figure out,Occasionally,Adjust quickly,Often,Very comfortable,Mostly clear,Occasional,Moderate,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Predictable,No control,Improve productivity,Busy,Managing,Strong,Mentally drained,Clarify immediately,Rarely,Analyze and fix,Always,Comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Minimal
Slightly high,Frequently,Sometimes unpredictable,High,Improve productivity,Hectic,Managing,Moderate,Satisfied and clear,Delay starting,Rarely,Analyze and fix,Sometimes,Comfortable,Clear,Rare,Very low,Mostly refreshed,Slight discomfort,Mild
Slightly high,Rarely,Mostly predictable,High,Improve productivity,Busy,In control,Strong,Satisfied and clear,Try to figure out,Rarely,Feel stressed,Often,Very comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Mild
Slightly High,Rarely,Sometimes unpredictable,Moderate,Improve productivity,Controlled,Managing,Moderate,Slightly tired,Try to figure out,Constantly,Analyze and fix,Often,Very comfortable,Sometimes unclear,Rare,Low,Mostly refreshed,Comfortable,Noticeable
Well-balanced,Occasionally,Predictable,High,Improve productivity,Controlled,Managing,Strong,Satisfied and clear,Try to figure out,Frequently,Adjust quickly,Often,Very comfortable,Clear,Rare,High,Mostly refreshed,Comfortable,Minimal
Slightly high,Occasionally,Sometimes unpredictable,Moderate,Slight impact,Controlled,In control,Strong,Mentally drained,Clarify immediately,Rarely,Feel stressed,Sometimes,Very comfortable,Clear,Frequent,Moderate,Mostly refreshed,Slight discomfort,Minimal
Very high,Rarely,Mostly predictable,High,Improve productivity,Controlled,Struggling,Strong,Satisfied and clear,Delay starting,Rarely,Analyze and fix,Always,Very comfortable,Sometimes unclear,Occasional,High,Slightly refreshed,Comfortable,Mild
Well-balanced,Occasionally,Predictable,High,Slight impact,Controlled,In control,Strong,Slightly tired,Avoid it,Rarely,Analyze and fix,Often,Comfortable,Mostly clear,Occasional,High,Fully refreshed,Noticeable strain,Minimal
Well-balanced,Rarely,Highly unpredictable,High,Improve productivity,Hectic,In control,Strong,Satisfied and clear,Clarify immediately,Frequently,Analyze and fix,Often,Slightly uncomfortable,Clear,Occasional,High,Mostly refreshed,Noticeable strain,Minimal
Slightly high,Rarely,Predictable,High,Improve productivity,Busy,In control,Moderate,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Often,Very comfortable,Clear,Occasional,High,Slightly refreshed,Slight discomfort,Minimal
Slightly high,Rarely,Predictable,Moderate,Improve productivity,Busy,In control,Strong,Slightly tired,Try to figure out,Rarely,Adjust quickly,Always,Uncomfortable,Mostly clear,Occasional,High,Slightly refreshed,Uncomfortable,Mild
Slightly high,Rarely,Predictable,Moderate,Improve productivity,Controlled,In control,Weak,Mentally drained,Try to figure out,Constantly,Analyze and fix,Always,Comfortable,Sometimes unclear,Rare,High,Mostly refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Predictable,Moderate,Improve productivity,Busy,In control,Strong,Slightly tired,Clarify immediately,Occasionally,Analyze and fix,Always,Comfortable,Clear,Rare,High,Mostly refreshed,Slight discomfort,Mild
Well-balanced,Rarely,Mostly predictable,High,Improve productivity,Busy,In control,Very weak,Satisfied and clear,Try to figure out,Occasionally,Analyze and fix,Often,Comfortable,Clear,Occasional,Moderate,Fully refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Predictable,High,Improve productivity,Controlled,Managing,Moderate,Slightly tired,Clarify immediately,Rarely,Avoid dealing,Always,Comfortable,Sometimes unclear,Rare,High,Fully refreshed,Comfortable,Noticeable
Slightly high,Rarely,Sometimes unpredictable,Low,Improve productivity,Chaotic,Managing,Strong,Satisfied and clear,Clarify immediately,Occasionally,Adjust quickly,Always,Very comfortable,Clear,Occasional,High,Fully refreshed,Comfortable,Minimal
Slightly high,Rarely,Predictable,High,Slight impact,Busy,Managing,Moderate,Slightly tired,Delay starting,Rarely,Adjust quickly,Often,Very comfortable,Clear,Occasional,Very low,Fully refreshed,Comfortable,Mild
Well-balanced,Rarely,Sometimes unpredictable,Low,Reduce productivity,Controlled,Managing,Strong,Satisfied and clear,Try to figure out,Occasionally,Analyze and fix,Often,Comfortable,Clear,Frequent,Moderate,Fully refreshed,Comfortable,Noticeable
Well-balanced,Occasionally,Predictable,Low,Improve productivity,Controlled,In control,Moderate,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Mostly clear,Rare,Moderate,Fully refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,High,Improve productivity,Busy,In control,Strong,Mentally drained,Clarify immediately,Rarely,Analyze and fix,Always,Comfortable,Clear,Rare,Low,Fully refreshed,Slight discomfort,Mild
Slightly high,Rarely,Mostly predictable,High,Improve productivity,Busy,Struggling,Moderate,Mentally drained,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Clear,Rare,Very low,Slightly refreshed,Comfortable,Minimal
Slightly High,Rarely,Mostly predictable,High,Improve productivity,Controlled,Managing,Moderate,Slightly tired,Clarify immediately,Occasionally,Adjust quickly,Often,Very comfortable,Clear,Frequent,High,Fully refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,High,Improve productivity,Controlled,Managing,Strong,Satisfied and clear,Try to figure out,Rarely,Avoid dealing,Often,Very comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,High
Slightly high,Rarely,Mostly predictable,High,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Try to figure out,Rarely,Adjust quickly,Always,Very comfortable,Mostly clear,Rare,Very low,Fully refreshed,Comfortable,Noticeable
Slightly high,Occasionally,Predictable,Moderate,Improve productivity,Controlled,In control,Moderate,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Sometimes unclear,Frequent,Moderate,Mostly refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Predictable,Moderate,Improve productivity,Busy,Managing,Moderate,Mentally drained,Delay starting,Occasionally,Analyze and fix,Rarely,Comfortable,Mostly clear,Occasional,High,Fully refreshed,Comfortable,Mild
Well-balanced,Occasionally,Predictable,High,Slight impact,Controlled,In control,Strong,Overwhelmed,Clarify immediately,Occasionally,Analyze and fix,Always,Very comfortable,Clear,Occasional,Low,Fully refreshed,Noticeable strain,Mild
High,Occasionally,Predictable,Moderate,Major disruption,Busy,Struggling,Weak,Slightly tired,Clarify immediately,Occasionally,Feel stressed,Always,Very comfortable,Clear,Frequent,Moderate,Fully refreshed,Comfortable,Noticeable
Well-balanced,Rarely,Predictable,High,Slight impact,Busy,In control,Weak,Satisfied and clear,Try to figure out,Frequently,Feel stressed,Always,Very comfortable,Clear,Rare,High,Slightly refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Predictable,High,Slight impact,Busy,In control,Strong,Mentally drained,Clarify immediately,Occasionally,Analyze and fix,Sometimes,Very comfortable,Sometimes unclear,Rare,High,Fully refreshed,Comfortable,Minimal
